name,director,company,genre,year,gross
The World's End,Edgar Wright,Universal Pictures,Action,2013,26004851
The Adventures of Rocky & Bullwinkle,Des McAnuff,Capella International,Animation,2000,26000610
Howards End,James Ivory,Merchant Ivory Productions,Drama,1992,25967000
Shutter,Masayuki Ochiai,Regency Enterprises,Horror,2008,25926543
The Nanny Diaries,Shari Springer Berman,The Weinstein Company,Comedy,2007,25925170
Leap Year,Anand Tucker,Universal Pictures,Comedy,2010,25918920
The Hard Way,John Badham,Universal Pictures,Action,1991,25895485
Innerspace,Joe Dante,Warner Bros.,Action,1987,25893810
Alex Cross,Rob Cohen,Block / Hanson,Action,2012,25888412
Frida,Julie Taymor,Handprint Entertainment,Biography,2002,25885000
Superhero Movie,Craig Mazin,Dimension Films,Action,2008,25871834
Æon Flux,Karyn Kusama,Paramount Pictures,Action,2005,25857987
Shadowlands,Richard Attenborough,Price Entertainment,Biography,1993,25842000
Murder at 1600,Dwight H. Little,Warner Bros.,Action,1997,25826788
Betrayed,Costa-Gavras,United Artists,Drama,1988,25816139
That Thing You Do!,Tom Hanks,Clavius Base,Comedy,1996,25809813
The Lazarus Effect,David Gelb,Blumhouse Productions,Horror,2015,25799043
Candyman,Bernard Rose,PolyGram Filmed Entertainment,Horror,1992,25792310
Down Periscope,David S. Ward,Twentieth Century Fox Film Corporation,Comedy,1996,25785603
From Dusk Till Dawn,Robert Rodriguez,Dimension Films,Action,1996,25753840
You Again,Andy Fickman,Touchstone Pictures,Comedy,2010,25702053
21 & Over,Jon Lucas,Relativity Media,Comedy,2013,25682380
Other People's Money,Norman Jewison,Warner Bros.,Comedy,1991,25682090
Cocodrilo Dundee en Hollywood,Simon Wincer,Bungalow Productions,Adventure,2001,25635682
Mr. Woodcock,Craig Gillespie,New Line Cinema,Comedy,2007,25628629
Desperado,Robert Rodriguez,Columbia Pictures Corporation,Action,1995,25625110
Nancy Drew,Andrew Fleming,Warner Bros.,Comedy,2007,25612520
The Mist,Frank Darabont,Dimension Films,Horror,2007,25593755
Billy Madison,Tamra Davis,Universal Pictures,Comedy,1995,25588750
Jumpin' Jack Flash,Penny Marshall,Lawrence Gordon Productions,Comedy,1986,25587804
Her,Spike Jonze,Annapurna Pictures,Drama,2013,25568251
Memento,Christopher Nolan,Newmarket Capital Group,Mystery,2000,25544867
Captain Corelli's Mandolin,John Madden,Universal Pictures,Drama,2001,25543895
Funny Farm,George Roy Hill,Cornelius Productions,Comedy,1988,25537221
W.,Oliver Stone,Lionsgate,Biography,2008,25534493
Serenity,Joss Whedon,Universal Pictures,Action,2005,25514517
All About the Benjamins,Kevin Bray,New Line Cinema,Action,2002,25482931
Mimic,Guillermo del Toro,Dimension Films,Horror,1997,25480490
Mon Pere Ce Heros,Gérard Lauzier,Film Par Film,Comedy,1991,25480000
My Father the Hero,Steve Miner,Touchstone Pictures,Comedy,1994,25479558
Escape from L.A.,John Carpenter,Paramount Pictures,Action,1996,25477365
Dark Water,Walter Salles,Touchstone Pictures,Drama,2005,25473352
The Fourth Kind,Olatunde Osunsanmi,Universal Pictures,Mystery,2009,25464480
The International,Tom Tykwer,Columbia Pictures,Action,2009,25450527
Ex Machina,Alex Garland,Universal Pictures International (UPI),Drama,2014,25442958
Tin Men,Barry Levinson,Bandai Films,Comedy,1987,25411386
Boyhood,Richard Linklater,IFC Productions,Drama,2014,25379975
Can't Hardly Wait,Harry Elfont,Columbia Pictures Corporation,Comedy,1998,25339117
Heartburn,Mike Nichols,Paramount Pictures,Comedy,1986,25314289
The Transporter,Louis Leterrier,EuropaCorp,Action,2002,25296447
Sweet November,Pat O'Connor,Warner Bros.,Drama,2001,25288103
Top Five,Chris Rock,IAC Films,Comedy,2014,25277561
Jersey Girl,Kevin Smith,Miramax,Comedy,2004,25266129
Alien Nation,Graham Baker,American Entertainment Partners II L.P.,Action,1988,25216243
Black Widow,Bob Rafelson,Amercent Films,Crime,1987,25205460
Aliens in the Attic,John Schultz,Twentieth Century Fox Film Corporation,Animation,2009,25200412
Don't Tell Mom the Babysitter's Dead,Stephen Herek,Home Box Office (HBO),Comedy,1991,25196249
Twisted,Philip Kaufman,Paramount Pictures,Crime,2004,25195050
Fallen,Gregory Hoblit,Turner Pictures (I),Action,1998,25188006
Nurse Betty,Neil LaBute,Gramercy Pictures (I),Comedy,2000,25167270
The Morning After,Sidney Lumet,American Filmworks,Crime,1986,25147055
The Witch,Robert Eggers,Parts and Labor,Horror,2015,25138292
Escape Plan,Mikael Håfström,Summit Entertainment,Action,2013,25132228
Killer Elite,Gary McKendry,Omnilab Media,Action,2011,25124986
The Reaping,Stephen Hopkins,Warner Bros.,Horror,2007,25117498
The Cutting Edge,Paul Michael Glaser,Metro-Goldwyn-Mayer (MGM),Drama,1992,25105517
Problem Child 2,Brian Levant,Universal Pictures,Comedy,1991,25104700
Midnight in the Garden of Good and Evil,Clint Eastwood,Warner Bros.,Crime,1997,25078937
Alpha and Omega,Anthony Bell,Lions Gate Family Entertainment,Animation,2010,25077977
Navy Seals,Lewis Teague,Orion Pictures,Action,1990,25069101
Wyatt Earp,Lawrence Kasdan,Warner Bros.,Adventure,1994,25052000
The Wood,Rick Famuyiwa,Bona Fide Productions,Comedy,1999,25047631
Grindhouse,Robert Rodriguez,Dimension Films,Action,2007,25031037
Ernest Goes to Jail,John R. Cherry III,Touchstone Pictures,Comedy,1990,25029569
In the Heart of the Sea,Ron Howard,Warner Bros.,Action,2015,25020758
Little Man Tate,Jodie Foster,Orion Pictures,Drama,1991,25010896
En el nombre del padre,Jim Sheridan,Hell's Kitchen Films,Biography,1993,25010410
Piranha 3D,Alexandre Aja,Dimension Films,Comedy,2010,25003155
The November Man,Roger Donaldson,Relativity Media,Action,2014,24984868
Kingpin,Bobby Farrelly,Rysher Entertainment,Comedy,1996,24944213
The Craft,Andrew Fleming,Columbia Pictures Corporation,Drama,1996,24881000
Never Back Down,Jeff Wadlow,Summit Entertainment,Action,2008,24850922
Season of the Witch,Dominic Sena,Atlas Entertainment,Action,2011,24827228
Quiz Show,Robert Redford,Baltimore Pictures,Biography,1994,24822619
Our Idiot Brother,Jesse Peretz,Big Beach Films,Comedy,2011,24814830
Thank You for Smoking,Jason Reitman,Room 9 Entertainment,Comedy,2005,24792061
Waking Ned Devine,Kirk Jones,Tomboy Films,Comedy,1998,24788807
The Man Without a Face,Mel Gibson,Icon Entertainment International,Drama,1993,24760338
Sex  Lies  and Videotape,Steven Soderbergh,Outlaw Productions (I),Drama,1989,24741700
Gorillas in the Mist,Michael Apted,Universal Pictures,Biography,1988,24720479
The Sweetest Thing,Roger Kumble,Columbia Pictures Corporation,Comedy,2002,24718164
Ghost Dad,Sidney Poitier,Universal Pictures,Comedy,1990,24707633
Operation Dumbo Drop,Simon Wincer,Walt Disney Pictures,Action,1995,24700000
FernGully: Las aventuras de Zak y Crysta,Bill Kroyer,FAI Films,Animation,1992,24650296
Air Bud,Charles Martin Smith,Walt Disney Pictures,Comedy,1997,24629916
Fearless,Ronny Yu,Beijing Film Studio,Action,2006,24623719
Fargo,Joel Coen,PolyGram Filmed Entertainment,Crime,1996,24611975
Unleashed,Louis Leterrier,EuropaCorp,Action,2005,24520892
Fly Away Home,Carroll Ballard,Columbia Pictures Corporation,Adventure,1996,24506082
Don Jon,Joseph Gordon-Levitt,Voltage Pictures,Comedy,2013,24477704
Sling Blade,Billy Bob Thornton,Miramax,Drama,1996,24475416
Elektra,Rob Bowman,Twentieth Century Fox Film Corporation,Action,2005,24409722
15 Minutes,John Herzfeld,New Line Cinema,Action,2001,24403552
Ice Princess,Tim Fywell,Walt Disney Pictures,Comedy,2005,24381334
Arlington Road,Mark Pellington,Screen Gems,Crime,1999,24362501
Dolores Claiborne,Taylor Hackford,Castle Rock Entertainment,Crime,1995,24361867
Across the Universe,Julie Taymor,Revolution Studios,Drama,2007,24343673
Renaissance Man,Penny Marshall,Cinergi Pictures Entertainment,Comedy,1994,24332324
Class Action,Michael Apted,Interscope Communications,Drama,1991,24277858
Hoffa,Danny DeVito,Twentieth Century Fox Film Corporation,Biography,1992,24276500
The Spy Next Door,Brian Levant,Relativity Media,Action,2010,24268828
El bebé de Bridget Jones,Sharon Maguire,Miramax,Comedy,2016,24252420
The People Under the Stairs,Wes Craven,Universal Pictures,Comedy,1991,24204154
Dead Presidents,Albert Hughes,Caravan Pictures,Action,1995,24200000
Hearts in Atlantis,Scott Hicks,Castle Rock Entertainment,Drama,2001,24185781
Iron Eagle,Sidney J. Furie,TriStar Pictures,Action,1986,24159872
Lord of War,Andrew Niccol,Entertainment Manufacturing Company,Crime,2005,24149632
El espía que sabía demasiado,Tomas Alfredson,StudioCanal,Drama,2011,24149393
Clerks II,Kevin Smith,The Weinstein Company,Comedy,2006,24138847
The Adventures of Huck Finn,Stephen Sommers,Walt Disney Pictures,Adventure,1993,24103594
Lionheart,Sheldon Lettich,Imperial Entertainment Corporation,Action,1990,24078196
Virtuosity,Brett Leonard,Paramount Pictures,Action,1995,24048000
Angel Eyes,Luis Mandoki,Franchise Pictures,Drama,2001,24044532
Don't Be Afraid of the Dark,Troy Nixey,Miramax,Fantasy,2010,24042490
Around the World in 80 Days,Frank Coraci,Walden Media,Action,2004,24008137
The Life Aquatic with Steve Zissou,Wes Anderson,Touchstone Pictures,Adventure,2004,24006726
Observe and Report,Jody Hill,De Line Pictures,Comedy,2009,23993605
Perfect Stranger,James Foley,Revolution Studios,Crime,2007,23984949
París en la Mira,Pierre Morel,EuropaCorp,Action,2010,23979741
Corky Romano,Rob Pritts,Touchstone Pictures,Comedy,2001,23978402
Striking Distance,Rowdy Herrington,Columbia Pictures Corporation,Action,1993,23798623
Tom and Huck,Peter Hewitt,Walt Disney Pictures,Adventure,1995,23735802
Good Burger,Brian Robbins,Paramount Pictures,Comedy,1997,23687907
The Wicker Man,Neil LaBute,Warner Bros.,Horror,2006,23643531
Hot Fuzz,Edgar Wright,Universal Pictures,Action,2007,23637265
My Blue Heaven,Herbert Ross,Hawn / Sylbert Movie Company,Comedy,1990,23591472
The Losers,Sylvain White,Warner Bros.,Action,2010,23580735
How to Make an American Quilt,Jocelyn Moorhouse,Universal Pictures,Comedy,1995,23574130
Oscar,John Landis,Joseph S. Vecchio Entertainment,Comedy,1991,23562716
Traitor,Jeffrey Nachmanoff,Overture Films,Action,2008,23530831
Ernest Goes to Camp,John R. Cherry III,Emshell Producers,Comedy,1987,23509382
Hotel Rwanda,Terry George,United Artists,Biography,2004,23472900
Hoodlum,Bill Duke,United Artists,Crime,1997,23461013
Boys on the Side,Herbert Ross,Alcor Films,Comedy,1995,23450000
Eight Crazy Nights,Seth Kearsley,Happy Madison Productions,Animation,2002,23443124
Círculo de amigos,Pat O'Connor,Price Entertainment,Drama,1995,23397365
Endless Love,Shana Feste,Bluegrass Films,Drama,2014,23393765
Leap of Faith,Richard Pearce,Paramount Pictures,Comedy,1992,23369283
Reindeer Games,John Frankenheimer,Dimension Films,Action,2000,23360779
The Usual Suspects,Bryan Singer,PolyGram Filmed Entertainment,Crime,1995,23341568
The Avengers,Jeremiah S. Chechik,Warner Bros.,Action,1998,23322832
The Covenant,Renny Harlin,Screen Gems,Action,2006,23292105
Kingdom Come,Doug McHenry,Bates Entertainment,Comedy,2001,23247539
One True Thing,Carl Franklin,Monarch Pictures,Drama,1998,23245840
Faster,George Tillman Jr.,CBS Films,Action,2010,23240020
Agent Cody Banks 2: Destination London,Kevin Allen,Dylan Sellers Productions,Action,2004,23222861
Pompeya,Paul W.S. Anderson,TriStar Pictures,Action,2014,23219748
Vicky Cristina Barcelona,Woody Allen,The Weinstein Company,Drama,2008,23216709
Benny & Joon,Jeremiah S. Chechik,Metro-Goldwyn-Mayer (MGM),Comedy,1993,23202734
Princesa por accidente,Thomas Bezucha,Fox 2000 Pictures,Adventure,2011,23186769
The Iron Giant,Brad Bird,Warner Bros.,Animation,1999,23159305
Piglet's Big Movie,Francis Glebas,Disneytoon Studios,Animation,2003,23103423
Match Point,Woody Allen,BBC Films,Drama,2005,23089926
Stay Alive,William Brent Bell,Hollywood Pictures,Horror,2006,23086480
Sanctum,Alister Grierson,Universal Pictures,Adventure,2011,23070045
Whiskey Tango Foxtrot,Glenn Ficarra,Broadway Video,Biography,2016,23049575
Fighting,Dito Montiel,Rogue Pictures,Action,2009,23036320
The Players Club,Ice Cube,New Line Cinema,Comedy,1998,23031390
Transcendence,Wally Pfister,Alcon Entertainment,Drama,2014,23022309
Bulletproof Monk,Paul Hunter,Metro-Goldwyn-Mayer (MGM),Action,2003,23020488
The Program,David S. Ward,Touchstone Pictures,Action,1993,23004026
The Russia House,Fred Schepisi,Pathé Entertainment,Drama,1990,22998000
The Remains of the Day,James Ivory,Columbia Pictures Corporation,Drama,1993,22954968
D3: The Mighty Ducks,Robert Lieberman,Walt Disney Pictures,Action,1996,22936273
Love Happens,Brandon Camp,Universal Pictures,Drama,2009,22927390
Ella Enchanted,Tommy O'Haver,Miramax,Comedy,2004,22918387
Revolutionary Road,Sam Mendes,DreamWorks,Drama,2008,22911480
Rounders,John Dahl,Miramax,Crime,1998,22905674
Crimes of the Heart,Bruce Beresford,De Laurentiis Entertainment Group (DEG),Comedy,1986,22905500
Guilty as Sin,Sidney Lumet,Hollywood Pictures,Crime,1993,22886222
Two for the Money,D.J. Caruso,Universal Pictures,Drama,2005,22862049
Being John Malkovich,Spike Jonze,Astralwerks,Comedy,1999,22858926
Beloved,Jonathan Demme,Harpo Films,Drama,1998,22852487
Raising Arizona,Joel Coen,Circle Films,Comedy,1987,22847564
Prime,Ben Younger,Prime Film Productions LLC,Comedy,2005,22827153
Frankie and Johnny,Garry Marshall,Paramount Pictures,Comedy,1991,22773535
Joe Somebody,John Pasquin,Fox 2000 Pictures,Comedy,2001,22770864
The Juror,Brian Gibson,Columbia Pictures Corporation,Drama,1996,22754725
Titan A.E.,Don Bluth,David Kirschner Productions,Animation,2000,22751979
Rudy,David Anspaugh,TriStar Pictures,Biography,1993,22750363
Dickie Roberts: Former Child Star,Sam Weisman,Paramount Pictures,Comedy,2003,22734486
The Magic Sword: Quest for Camelot,Frederik Du Chau,Warner Bros.,Animation,1998,22717758
Thunderheart,Michael Apted,TriStar Pictures,Crime,1992,22660758
Pure Luck,Nadia Tass,Sean Daniel Company,Comedy,1991,22641969
Much Ado About Nothing,Kenneth Branagh,Renaissance Films,Comedy,1993,22551000
Babylon A.D.,Mathieu Kassovitz,Babylon,Action,2008,22531698
My Super Ex-Girlfriend,Ivan Reitman,Regency Enterprises,Comedy,2006,22530295
The Incredible Burt Wonderstone,Don Scardino,New Line Cinema,Adventure,2013,22525921
La Dalia Negra,Brian De Palma,Universal Pictures,Crime,2006,22518325
Captain Ron,Thom Eberhardt,Touchstone Pictures,Adventure,1992,22518097
Lucky Number Slevin,Paul McGuigan,The Weinstein Company,Crime,2006,22494487
War,Philip G. Atwell,Lionsgate,Action,2007,22466994
Hitman: Agent 47,Aleksander Bach,Twentieth Century Fox Film Corporation,Action,2015,22464430
Magnolia,Paul Thomas Anderson,Ghoulardi Film Company,Drama,1999,22455976
Fame,Kevin Tancharoen,Metro-Goldwyn-Mayer (MGM),Comedy,2009,22455510
City by the Sea,Michael Caton-Jones,Franchise Pictures,Crime,2002,22433915
License to Drive,Greg Beeman,Twentieth Century Fox Film Corporation,Comedy,1988,22433275
The First Power,Robert Resnikoff,Interscope Communications,Crime,1990,22424195
Red Corner,Jon Avnet,Metro-Goldwyn-Mayer (MGM),Crime,1997,22415440
The Alamo,John Lee Hancock,Touchstone Pictures,Drama,2004,22414961
At First Sight,Irwin Winkler,Metro-Goldwyn-Mayer (MGM),Drama,1999,22365133
Edtv,Ron Howard,Imagine Entertainment,Comedy,1999,22362500
The Borrowers,Peter Hewitt,Polygram Filmed Entertainment,Adventure,1997,22359293
Blue Chips,William Friedkin,Paramount Pictures,Drama,1994,22355000
Project Almanac,Dean Israelite,Insurge Pictures,Sci-Fi,2015,22331028
My Fellow Americans,Peter Segal,Peters Entertainment,Adventure,1996,22294341
Deuce Bigalow: European Gigolo,Mike Bigelow,Columbia Pictures Corporation,Comedy,2005,22264487
Benji the Hunted,Joe Camp,Embark Production,Adventure,1987,22257624
Adaptation.,Spike Jonze,Beverly Detroit,Comedy,2002,22245861
Empire of the Sun,Steven Spielberg,Amblin Entertainment,Drama,1987,22238696
Two Can Play That Game,Mark Brown,Screen Gems,Comedy,2001,22235901
Emma,Douglas McGrath,Miramax,Comedy,1996,22201883
Hustle & Flow,Craig Brewer,Crunk Pictures,Crime,2005,22201636
Nowhere to Run,Robert Harmon,Columbia Pictures Corporation,Action,1993,22189039
A Nightmare on Elm Street 5: The Dream Child,Stephen Hopkins,New Line Cinema,Fantasy,1989,22168359
An American Tail: Fievel Goes West,Phil Nibbelink,Universal Pictures,Animation,1991,22166041
Darkness,Jaume Balagueró,Castelao Producciones,Horror,2002,22163442
Don Juan DeMarco,Jeremy Leven,New Line Cinema,Comedy,1994,22150451
The Medallion,Gordon Chan,Emperor Multimedia Group (EMG),Action,2003,22108977
Lock Up,John Flynn,White Eagle,Crime,1989,22099847
Cousins,Joel Schumacher,Paramount Pictures,Comedy,1989,22030000
Mary Shelley's Frankenstein,Kenneth Branagh,TriStar Pictures,Drama,1994,22006296
Billy Elliot,Stephen Daldry,StudioCanal,Drama,2000,21995263
Joy Ride,John Dahl,Regency Enterprises,Mystery,2001,21973182
Love Don't Cost a Thing,Troy Byer,Alcon Entertainment,Comedy,2003,21897389
Il Postino,Michael Radford,Cecchi Gori Group Tiger Cinematografica,Biography,1994,21848932
A Lot Like Love,Nigel Cole,Touchstone Pictures,Comedy,2005,21835784
Only the Lonely,Chris Columbus,Twentieth Century Fox Film Corporation,Comedy,1991,21830957
Mr 3000,Charles Stone III,Touchstone Pictures,Comedy,2004,21800302
The Big Wedding,Justin Zackham,Two Ton Films,Comedy,2013,21784432
Ricochet,Russell Mulcahy,Home Box Office (HBO),Action,1991,21760000
Shining Through,David Seltzer,Twentieth Century Fox Film Corporation,Drama,1992,21733781
The Bachelor,Gary Sinyor,New Line Cinema,Comedy,1999,21731001
The Player,Robert Altman,Avenue Pictures,Comedy,1992,21706100
Biker Boyz,Reggie Rock Bythewood,DreamWorks,Action,2003,21701045
Como agua para chocolate,Alfonso Arau,Arau Films Internacional,Drama,1992,21665500
The Rookie,Clint Eastwood,Warner Bros.,Action,1990,21633874
Short Circuit 2,Kenneth Johnson,TriStar Pictures,Comedy,1988,21630088
The Quest,Jean-Claude Van Damme,MDP Worldwide,Action,1996,21600000
Your Highness,David Gordon Green,Universal Pictures,Adventure,2011,21596445
Consenting Adults,Alan J. Pakula,Hollywood Pictures,Crime,1992,21591728
Mud,Jeff Nichols,Lionsgate,Drama,2012,21590086
Snowden,Oliver Stone,Endgame Entertainment,Biography,2016,21587519
He Got Game,Spike Lee,Touchstone Pictures,Drama,1998,21554585
The Way Way Back,Nat Faxon,Sycamore Pictures,Comedy,2013,21501098
The Book Thief,Brian Percival,Fox 2000 Pictures,Drama,2013,21488481
Married to the Mob,Jonathan Demme,Orion Pictures,Comedy,1988,21486757
Battlefield Earth,Roger Christian,Warner Bros.,Action,2000,21471685
The Last Mimzy,Robert Shaye,New Line Cinema,Drama,2007,21471047
Leyenda urbana 2,John Ottman,Phoenix Pictures,Horror,2000,21468807
The Freshman,Andrew Bergman,TriStar Pictures,Comedy,1990,21460601
Tough Guys,Jeff Kanew,Touchstone Pictures,Comedy,1986,21458229
Psycho,Gus Van Sant,Universal Pictures,Horror,1998,21456130
Toys,Barry Levinson,Baltimore Pictures,Adventure,1992,21452082
The Darkest Hour,Chris Gorak,Summit Entertainment,Action,2011,21426805
